LD,Velocity (km/s),a (degrees),$ (degrees),DI
4,1.25,-15,60,0.25753
4,1.25,-15,45,0.37397
4,1.25,-15,30,0.45302
4,1.25,-15,15,0.52821
4,1.25,-30,60,0.26697
4,1.25,-30,45,0.36259
4,1.25,-30,30,0.43712
4,1.25,-30,15,0.49487
4,1.25,-45,60,0.28621
4,1.25,-45,45,0.34952
4,1.25,-45,30,0.42309
4,1.25,-45,15,0.45928
4,1.25,-60,60,0.26377
4,1.25,-60,45,0.35767
4,1.25,-60,30,0.42059
4,1.25,-60,15,0.45276
4,1.25,-75,60,0.27739
4,1.25,-75,45,0.37314
4,1.25,-75,30,0.42343
4,1.25,-75,15,0.45329
4,1.25,-90,60,0.2946
4,1.25,-90,45,0.39495
4,1.25,-90,30,0.43447
4,1.25,-90,15,0.45945
4,1.5,90,60,0.39095
4,1.5,90,45,0.46517
4,1.5,90,30,0.52555
4,1.5,90,15,0.56189
4,1.5,75,60,0.40157
4,1.5,75,45,0.49415
4,1.5,75,30,0.55413
4,1.5,75,15,0.5824
4,1.5,60,60,0.45146
4,1.5,60,45,0.54897
4,1.5,60,30,0.58136
4,1.5,60,15,0.5885
4,1.5,45,60,0.43815
4,1.5,45,45,0.58909
4,1.5,45,30,0.66183
4,1.5,45,15,0.64101
4,1.5,30,60,0.43263
4,1.5,30,45,0.57709
4,1.5,30,30,0.67824
4,1.5,30,15,0.72178
4,1.5,15,60,0.36464
4,1.5,15,45,0.54165
4,1.5,15,30,0.66962
4,1.5,15,15,0.75388
4,1.5,0,60,0.3243
4,1.5,0,45,0.48852
4,1.5,0,30,0.62702
4,1.5,0,15,0.72083
4,1.5,-15,60,0.31179
4,1.5,-15,45,0.44728
4,1.5,-15,30,0.57187
4,1.5,-15,15,0.66084
4,1.5,-30,60,0.321
4,1.5,-30,45,0.45805
4,1.5,-30,30,0.54668
4,1.5,-30,15,0.61294
4,1.5,-45,60,0.32037
4,1.5,-45,45,0.45159
4,1.5,-45,30,0.52159
4,1.5,-45,15,0.58858
4,1.5,-60,60,0.33957
4,1.5,-60,45,0.43872
4,1.5,-60,30,0.50469
4,1.5,-60,15,0.56913
4,1.5,-75,60,0.35454
4,1.5,-75,45,0.46662
4,1.5,-75,30,0.51306
4,1.5,-75,15,0.56629
4,1.5,-90,60,0.39095
4,1.5,-90,45,0.46517
4,1.5,-90,30,0.52555
4,1.5,-90,15,0.56189
4,1.81,90,60,0.46432
4,1.81,90,45,0.5801
4,1.81,90,30,0.6594
4,1.81,90,15,0.71745
4,1.81,75,60,0.51397
4,1.81,75,45,0.6097
4,1.81,75,30,0.66622
4,1.81,75,15,0.69577
4,1.81,60,60,0.54573
4,1.81,60,45,0.66422
4,1.81,60,30,0.72915
4,1.81,60,15,0.7428
4,1.81,45,60,0.523
4,1.81,45,45,0.69254
4,1.81,45,30,0.78544
4,1.81,45,15,0.78217
4,1.81,30,60,0.52632
4,1.81,30,45,0.68397
4,1.81,30,30,0.79988
4,1.81,30,15,0.87511
4,1.81,15,60,0.47478
4,1.81,15,45,0.66016
4,1.81,15,30,0.80771
4,1.81,15,15,0.87437
4,1.81,0,60,0.43498
4,1.81,0,45,0.63278
4,1.81,0,30,0.75773
4,1.81,0,15,0.87267
4,1.81,-15,60,0.40596
4,1.81,-15,45,0.56594
4,1.81,-15,30,0.70507
4,1.81,-15,15,0.82021
4,1.81,-30,60,0.39735
4,1.81,-30,45,0.54514
4,1.81,-30,30,0.68126
4,1.81,-30,15,0.77588
4,1.81,-45,60,0.41443
4,1.81,-45,45,0.5492
4,1.81,-45,30,0.65401
4,1.81,-45,15,0.72839
4,1.81,-60,60,0.41784
4,1.81,-60,45,0.54199
4,1.81,-60,30,0.647
4,1.81,-60,15,0.70397
4,1.81,-75,60,0.42519
4,1.81,-75,45,0.54201
4,1.81,-75,30,0.65092
4,1.81,-75,15,0.73275
4,1.81,-90,60,0.46432
4,1.81,-90,45,0.5801
4,1.81,-90,30,0.6594
4,1.81,-90,15,0.71745
4,2.15,90,60,0.54222
4,2.15,90,45,0.72227
4,2.15,90,30,0.83957
4,2.15,90,15,0.92741
4,2.15,75,60,0.61711
4,2.15,75,45,0.73982
4,2.15,75,30,0.84202
4,2.15,75,15,0.90763
4,2.15,60,60,0.65209
4,2.15,60,45,0.79759
4,2.15,60,30,0.88845
4,2.15,60,15,0.93454
4,2.15,45,60,0.63776
4,2.15,45,45,0.80265
4,2.15,45,30,0.94853
4,2.15,45,15,0.99809
4,2.15,30,60,0.65662
4,2.15,30,45,0.80903
4,2.15,30,30,0.94346
4,2.15,30,15,1.04654
4,2.15,15,60,0.59692
4,2.15,15,45,0.82183
4,2.15,15,30,0.95881
4,2.15,15,15,1.02985
4,2.15,0,60,0.53413
4,2.15,0,45,0.77948
4,2.15,0,30,0.9542
4,2.15,0,15,1.05718
4,2.15,-15,60,0.50675
4,2.15,-15,45,0.72327
4,2.15,-15,30,0.89077
4,2.15,-15,15,1.02036
4,2.15,-30,60,0.49097
4,2.15,-30,45,0.65788
4,2.15,-30,30,0.84327
4,2.15,-30,15,0.98048
4,2.15,-45,60,0.51739
4,2.15,-45,45,0.64115
4,2.15,-45,30,0.81578
4,2.15,-45,15,0.92728
4,2.15,-60,60,0.495
4,2.15,-60,45,0.66606
4,2.15,-60,30,0.83963
4,2.15,-60,15,0.8999
4,2.15,-75,60,0.49777
4,2.15,-75,45,0.68852
4,2.15,-75,30,0.85226
4,2.15,-75,15,0.97051
4,2.15,-90,60,0.54222
4,2.15,-90,45,0.72227
4,2.15,-90,30,0.83957
4,2.15,-90,15,0.92741
